content,sentencelabel
„Tordán nagyon aktív a nőszövetség.,0
" Minden hívó szóra szívesen jönnek, legyen az gyűlés, varrás vagy húsvét előtti tojásírás.",0
" Írtunk és festettünk kifújt tojást télen is, az ökumenikus imahétre készülődve, hogy a gyülekezetben szolgáló lelkipásztorokat megajándékozhassuk” – sorjázza közös foglalkozásaikat Józsa Emese Rozália.",0
"A tordai unitárius papi lakon jártunkkor megkértük a ház asszonyát, hogy élőben mutassa be a tojásírás folyamatát, amelyre az elmúlt közel harminc esztendőben sok lányt és asszonyt megtanított,",0
"nemcsak első szolgálati helyükön, a háromszéki Kökösön, hanem Tordán is.",0
 ,0
"A konyhában előkerül a kesice, azaz méhviasz-íróka, egy edényben felmelegíti a viaszt, a művelethez gyertyát gyújt.",0
" A friss tojás két végén tűvel apró lyukat fúr, és kifújja a tojásfehérjét és sárgáját.",0
"Amikor minden készen áll, elkezdődik a különböző vonalak felrajzolása a tojás héjára.",0
" A vékony falú tojást hozzáértően forgatja, a viaszvonalak lassan körbeérnek, és kész is a megrajzolt tojás, amelyet a következő lépésben festékbe márt.",0
Az asztalra kerülnek a korábban megrajzolt és megfestett tojások is kisebb kosárban.,0
"A határon túli levélszavazatok két, ezen belül az erdélyi voksok legalább egy parlamenti mandátum sorsáról döntöttek a magyarországi országgyűlési választáson – nyilatkozta a Krónikának Zsigmond Barna Pál, a Fidesz–KDNP országgyűlési képviselője, miniszteri biztos.",0
" A politikus azt is elmondta: Magyarország abban érdekelt, hogy a Romániával való kapcsolatai tovább javuljanak, stabilak és kiszámíthatóak legyenek.",0
Zsigmond Barna Pál szerint a külhoni magyarság is derekasan kivette a részét a polgári jobboldal történelmi győzelmével zárult választásokon.,0
" A fideszes politikus ismertetése szerint az előző országgyűlési választásokhoz képest 16 százalékkal többen, 318 083 külhoni választópolgár szavazott levélben.",0
" „A határon túli szavazók a korábbi választásokhoz hasonlóan túlnyomó többségben, 94 százalékban most is a Fidesz-KDNP szövetséget tisztelték meg bizalmukkal, amit ezúton is nagyon köszönünk.",0
"A külhoni magyarok az anyaországiakhoz hasonlóan megértették, hogy egy a maihoz hasonló rendkívül nehéz és veszélyes nemzetközi helyzetben mekkora tétje volt a magyarországi választásoknak.",0
"Szavazatukkal amellett tették le a voksot, hogy meg kell őrizni a békét és stabilitást, folytatni kell a 2010-ben elindított kiegyensúlyozott társadalmi és gazdasági fejlődést, valamint a határok feletti nemzetegyesítés folyamatát” – mondta lapunknak a Fidesz parlamenti képviselője.",0
"Zsigmond Barna Pál úgy vélte, az erdélyi magyarság felelősségteljesen viszonyult az anyaországi választásokhoz, a mozgósítás jól sikerült, amiben rendkívüli érdeme van mindazoknak a szervezeteknek és személyeknek, amelyek és akik ebben szerepet vállaltak.",0
" „Külön köszönet illeti az Eurotrans Alapítványt és az EMNT-t, a politikai pártokat és politikai elöljárókat, valamint a számtalan egyházi és civil szervezetet, akik segítették a polgárokat abban, hogy törvényes jogukkal éljenek” – tette hozzá a marosvásárhelyi származású politikus.",0
"Arra vonatkozó kérdésünkre, hogy hány mandátumot eredményezett a külhoniak szavazata, Zsigmond Barna Pál elmondta: a határon túlról beérkezett levélszavazatok legalább két listás mandátum sorsáról döntöttek.",0
"Figyelembe véve, hogy a szavatok közel 70 százaléka Erdélyből érkezett, a politikus szerint kijelenthető, hogy ezek biztosan legalább egy mandátum sorsáról döntöttek.",0
" „Itt azt is érdemes kiemelni, hogy a levélszavazat útján választásokon részt vevő erdélyiek csak a pártlistára szavaznak, egyéni választókerületi jelöltre nem szavaznak.",0
" A lényeg, hogy minden szavazat számít és érdemes további erőfeszítéseket tenni annak érdekében, hogy minél többen éljenek is a szavazati jogukkal, mert vannak még tartalékok” – hangsúlyozta a miniszteri biztos.",0
" Mint megjegyezte: az érvénytelenül leadott szavazatok aránya az idén is magas volt, meghaladta a 15 százalékot.",0
" A leggyakoribb érvénytelenségi ok az volt, hogy az azonosító nyilatkozatot nem a külső borítékba, hanem a szavazólapokkal együtt a belső borítékba tették.",0
Mi várható az elkövetkező négy évben a nemzetpolitika terén?,0
 – kérdeztük a képviselőt.,0
" Zsigmond Barna Pál kiemelte: az óriási felhatalmazás, amit az Orbán Viktor vezette kormány immár negyedik egymást követő ciklusban megkapott, annak világos visszaigazolása, hogy az ország és a nemzet jó irányba halad.",0
"„Mindezek tükrében a nemzetpolitika területén is folytatódni fog az az építkezés, ami az elmúlt tizenkét évben elkezdődött.",0
" Ez a kormány számára továbbra is prioritás marad és még a várhatóan nehezebb gazdasági helyzetben is meg fogja találni annak lehetőségét, hogy a szülőföldön magyarként való megmaradás támogatásának feltételeit biztosítani tudja” – fogalmazott a Fidesz politikusa.",0
" Arra emlékeztetett, hogy az elmúlt években korábban soha nem tapasztalt forrásokkal sikerült támogatni a külhoni magyarságot, annak oktatási, nevelési, kulturális, egyházi, sport életét és gazdasági megerősödését.",0
" „Magyarország továbbra is értékként és erőforrásként tekint a határon túl élő magyarokra, és folytatni kívánja a nemzeti egységre, a bizalomra épülő, szoros és kiszámítható együttműködést” – nyomatékosította.",0
"A magyar–román államközi viszony várható alakulását firtató kérdésünkre a miniszteri biztos elmondta: az elmúlt több mint tíz esztendőben a magyar kormányok arra törekedtek, hogy rendezzék viszonyukat a szomszédos országokkal és olyan jó szomszédsági kapcsolatokat alakítsanak ki, ami az egész térség érdekeit szolgálja.",0
 „Ebben a viszonyrendszerben a szomszédos országokban élő magyar közösségeknek is megvan a helye és szerepe.,0
" A szomszédok többségével, elsősorban Szerbiával, Szlovéniával, Horvátországgal, Szlovákiával és Romániával is sikerült eredményeket elérni, a szerbekkel való viszonyt akár már történelmi kiegyezésként is szokás emlegetni.",0
 Magyarország és Románia NATO- és EU-tag partnerországok és ezek a kapcsolatok egy ilyen nehéz helyzetben a szokásos kapcsolatokon túl is felértékelődnek” – hangsúlyozta Zsigmond Barna Pál.,0
"A képviselő nyomatékosította: Magyarország abban érdekelt, hogy a Romániával való kapcsolatai tovább javuljanak, stabilak és kiszámíthatóak legyenek.",0
"A politikus hangsúlyozta, hogy a két ország egymás fontos gazdasági, kereskedelmi partnere, Románia útja Nyugat-Európa irányába pedig Magyarországon keresztül is vezet.",0
" „Mindezek összességében azt eredményezik, hogy közös érdekünk és ügyünk a térség, a tágabban értelmezett Kárpát-medence felvirágoztatása, amiben mindenkinek megvan a sajátos és csak általa betölthető szerepe.",0
" Magyarországon politikai stabilitás van, örvendetes, hogy az RMDSZ meghatározó szerepet játszik a román kormányban és reméljük, hogy a romániai magyar közösség képviseletének aktív közreműködésének is köszönhetően tovább javulhatnak kapcsolataink.",0
 Rajtunk nem fog múlni” – mondta lapunknak Zsigmond Barna Pál.,0
Zsigmond Barna Pál szerint a külhoni magyarság is derekasan kivette a részét a polgári jobboldal történelmi győzelmével zárult választásokon.,0
" A fideszes politikus ismertetése szerint az előző országgyűlési választásokhoz képest 16 százalékkal többen, 318 083 külhoni választópolgár szavazott levélben.",0
" „A határon túli szavazók a korábbi választásokhoz hasonlóan túlnyomó többségben, 94 százalékban most is a Fidesz-KDNP szövetséget tisztelték meg bizalmukkal, amit ezúton is nagyon köszönünk.",0
"A külhoni magyarok az anyaországiakhoz hasonlóan megértették, hogy egy a maihoz hasonló rendkívül nehéz és veszélyes nemzetközi helyzetben mekkora tétje volt a magyarországi választásoknak.",0
"Szavazatukkal amellett tették le a voksot, hogy meg kell őrizni a békét és stabilitást, folytatni kell a 2010-ben elindított kiegyensúlyozott társadalmi és gazdasági fejlődést, valamint a határok feletti nemzetegyesítés folyamatát” – mondta lapunknak a Fidesz parlamenti képviselője.",0
"Zsigmond Barna Pál úgy vélte, az erdélyi magyarság felelősségteljesen viszonyult az anyaországi választásokhoz, a mozgósítás jól sikerült, amiben rendkívüli érdeme van mindazoknak a szervezeteknek és személyeknek, amelyek és akik ebben szerepet vállaltak.",0
" „Külön köszönet illeti az Eurotrans Alapítványt és az EMNT-t, a politikai pártokat és politikai elöljárókat, valamint a számtalan egyházi és civil szervezetet, akik segítették a polgárokat abban, hogy törvényes jogukkal éljenek” – tette hozzá a marosvásárhelyi származású politikus.",0
"Arra vonatkozó kérdésünkre, hogy hány mandátumot eredményezett a külhoniak szavazata, Zsigmond Barna Pál elmondta: a határon túlról beérkezett levélszavazatok legalább két listás mandátum sorsáról döntöttek.",0
"Figyelembe véve, hogy a szavatok közel 70 százaléka Erdélyből érkezett, a politikus szerint kijelenthető, hogy ezek biztosan legalább egy mandátum sorsáról döntöttek.",0
" „Itt azt is érdemes kiemelni, hogy a levélszavazat útján választásokon részt vevő erdélyiek csak a pártlistára szavaznak, egyéni választókerületi jelöltre nem szavaznak.",0
" A lényeg, hogy minden szavazat számít és érdemes további erőfeszítéseket tenni annak érdekében, hogy minél többen éljenek is a szavazati jogukkal, mert vannak még tartalékok” – hangsúlyozta a miniszteri biztos.",0
" Mint megjegyezte: az érvénytelenül leadott szavazatok aránya az idén is magas volt, meghaladta a 15 százalékot.",0
" A leggyakoribb érvénytelenségi ok az volt, hogy az azonosító nyilatkozatot nem a külső borítékba, hanem a szavazólapokkal együtt a belső borítékba tették.",0
Mi várható az elkövetkező négy évben a nemzetpolitika terén?,0
 – kérdeztük a képviselőt.,0
" Zsigmond Barna Pál kiemelte: az óriási felhatalmazás, amit az Orbán Viktor vezette kormány immár negyedik egymást követő ciklusban megkapott, annak világos visszaigazolása, hogy az ország és a nemzet jó irányba halad.",0
"Európa valószínűleg még 5-10 évig nem talál majd „ésszerű alternatívát” az Oroszországból származó olaj- és gázszállításokra, és az európai ipar sorsa a kontinens politikusainak racionalitásától függ – állította Alekszandr Novak orosz miniszterelnök-helyettes az Energetyicseszkaja Polityika című folyóiratban pénteken megjelent cikkében.",0
"A volt energiaügyi miniszter azt írta, a rubelelszámolásra való áttérés Oroszországnak abból az igényéből fakad, hogy százszázalékos fizetési garanciát kapjon az orosz vagyon nyugati befagyasztásának körülményei között.",0
" Novak szerint a gázért rubelben való elszámolás Moszkva által javasolt rendszere nagyon kényelmes az ügyfelek számára, és néhány ország már beleegyezett, hogy áttérjen az ebben a pénznemben történő fizetésre.",0
" Kitért rá, hogy",0
Oroszország az EU-ba szállított olaj mintegy 30 és a gáz 40 százalékát adja.,0
"Rámutatott, hogy Európában tárgyalások folynak, hogy a szénhez hasonlóan a többi orosz energiahordozó felhasználását is elutasítsák vagy legalábbis csökkentsék a fogyasztásukat.",0
 (A szénembargó augusztusban lép hatályba.,0
") „A legfontosabb iparági szereplők azonban egyetértenek abban, nem valószínű, hogy a következő 5-10 évben teljesen pótolható lesz az orosz kőolaj és földgáz” – írta Novak.",0
"A miniszterelnök-helyettes szerint Európa egyebek között azzal reméli kiváltani az orosz energiahordozókat, hogy diverzifikálja a forrásokat, felgyorsítja a megújuló energiaforrásokra való átállást, a fűtési rendszerekben pedig más tüzelőanyagokkal helyettesíti a gázt.",0
" Az Európai Bizottság úgy véli, hogy így már az év végéig kétharmadával csökkenhet az orosz gáz iránti kereslet.",0
"Novak ezzel kapcsolatban felhívta a figyelmet arra, hogy az OPEC-országok már közölték: nem lesznek képesek helyettesíteni az EU-ba irányuló orosz kőolajszállításokat.",0
 De,0
"az orosz kormányfő-helyettes szerint az alternatív energiával sincs minden rendben, mert márciusban például visszaesett a szélerőművek energiatermelése, és egyelőre korai a megújulókat stabil forrásnak nevezni.",0
„Tehát ma aligha létezik ésszerű alternatíva az Oroszországból származó energiaforrásokkal szemben.,0
" Oroszország piaci részesedését tekintve egyértelmű, hogy orosz energiaforrások nélkül nem lehet Európa energiabiztonságának garantálásáról beszélni.",0
 Ezért az európai ipar sorsa és az uniós polgárok kényelme most már teljes mértékben az uniós vezetők döntéseinek racionalitásától függ” – fogalmazott Novak.,0
"Az európai szénimportra kitérve, amelynek harmada eddig Oroszországból érkezett, azt hangoztatta, hogy a dél-amerikai és a dél-afrikai szállítókra való átállás logisztikai költségei és a megugró kereslet aligha teszi lehetővé a kontinens országai számára az elfogadható ár biztosítását.",0
 Az orosz szénről való áttérést elnyújthatják a minőségi különbségek is.,0
" Emlékeztetett arra, hogy",0
a világ számos régiójában az üzemanyag- és villamosenergia-árak soha nem látott emelkedése a többi termék árát is maga után húzza.,0
"Novak példaként hozta fel, hogy Németországban az élelmiszer-kiskereskedők 20-25 százalékos áremelkedésre figyelmeztettek, Franciaországban a lakosságnak a fűtés és a légkondicionálás használatának csökkentését javasolták, az Egyesült Államokban pedig az üzemanyag-válság miatt az emberek kénytelenek átértékelni életmódjukat.",0
– írta az orosz miniszterelnök-helyettes.,0
"A volt energiaügyi miniszter azt írta, a rubelelszámolásra való áttérés Oroszországnak abból az igényéből fakad, hogy százszázalékos fizetési garanciát kapjon az orosz vagyon nyugati befagyasztásának körülményei között.",0
" Novak szerint a gázért rubelben való elszámolás Moszkva által javasolt rendszere nagyon kényelmes az ügyfelek számára, és néhány ország már beleegyezett, hogy áttérjen az ebben a pénznemben történő fizetésre.",0
" Kitért rá, hogy",0
Oroszország az EU-ba szállított olaj mintegy 30 és a gáz 40 százalékát adja.,0
"Rámutatott, hogy Európában tárgyalások folynak, hogy a szénhez hasonlóan a többi orosz energiahordozó felhasználását is elutasítsák vagy legalábbis csökkentsék a fogyasztásukat.",0
 (A szénembargó augusztusban lép hatályba.,0
") „A legfontosabb iparági szereplők azonban egyetértenek abban, nem valószínű, hogy a következő 5-10 évben teljesen pótolható lesz az orosz kőolaj és földgáz” – írta Novak.",0
"A miniszterelnök-helyettes szerint Európa egyebek között azzal reméli kiváltani az orosz energiahordozókat, hogy diverzifikálja a forrásokat, felgyorsítja a megújuló energiaforrásokra való átállást, a fűtési rendszerekben pedig más tüzelőanyagokkal helyettesíti a gázt.",0
" Az Európai Bizottság úgy véli, hogy így már az év végéig kétharmadával csökkenhet az orosz gáz iránti kereslet.",0
"Novak ezzel kapcsolatban felhívta a figyelmet arra, hogy az OPEC-országok már közölték: nem lesznek képesek helyettesíteni az EU-ba irányuló orosz kőolajszállításokat.",0
 De,0
"az orosz kormányfő-helyettes szerint az alternatív energiával sincs minden rendben, mert márciusban például visszaesett a szélerőművek energiatermelése, és egyelőre korai a megújulókat stabil forrásnak nevezni.",0
„Tehát ma aligha létezik ésszerű alternatíva az Oroszországból származó energiaforrásokkal szemben.,0
" Oroszország piaci részesedését tekintve egyértelmű, hogy orosz energiaforrások nélkül nem lehet Európa energiabiztonságának garantálásáról beszélni.",0
 Ezért az európai ipar sorsa és az uniós polgárok kényelme most már teljes mértékben az uniós vezetők döntéseinek racionalitásától függ” – fogalmazott Novak.,0
"Az európai szénimportra kitérve, amelynek harmada eddig Oroszországból érkezett, azt hangoztatta, hogy a dél-amerikai és a dél-afrikai szállítókra való átállás logisztikai költségei és a megugró kereslet aligha teszi lehetővé a kontinens országai számára az elfogadható ár biztosítását.",0
 Az orosz szénről való áttérést elnyújthatják a minőségi különbségek is.,0
" Emlékeztetett arra, hogy",0
a világ számos régiójában az üzemanyag- és villamosenergia-árak soha nem látott emelkedése a többi termék árát is maga után húzza.,0
"Novak példaként hozta fel, hogy Németországban az élelmiszer-kiskereskedők 20-25 százalékos áremelkedésre figyelmeztettek, Franciaországban a lakosságnak a fűtés és a légkondicionálás használatának csökkentését javasolták, az Egyesült Államokban pedig az üzemanyag-válság miatt az emberek kénytelenek átértékelni életmódjukat.",0
"Elegendő mennyiségű napraforgó van a feldolgozóknál, nem áll fenn a veszélye annak, hogy ne tudják fedezni a hazai olajfogyasztást – jelentette ki pénteken a miniszterelnök.",0
"Nicolae Ciucă a buzăui Bunge olajgyárnál tett látogatása végén úgy nyilatkozott, múlt héten találkozott több gazdával, illetve feldolgozó vállalatok képviselőivel, akik arról biztosították, hogy",0
"akkora mennyiségű napraforgómaggal rendelkeznek, amely elegendő az újabb termés begyűjtéséig.",0
A buzăui gyárnak az év végéig elegendő alapanyaga van.,0
" „Biztosítani szeretném a román polgárokat, nem áll fenn annak a veszélye, hogy ne tudnánk biztosítani a fogyasztáshoz szükséges étolajat” – fogalmazott az Agerpres szerint a kormányfő.",0
"Nicolae Ciucă a buzăui Bunge olajgyárnál tett látogatása végén úgy nyilatkozott, múlt héten találkozott több gazdával, illetve feldolgozó vállalatok képviselőivel, akik arról biztosították, hogy",0
"akkora mennyiségű napraforgómaggal rendelkeznek, amely elegendő az újabb termés begyűjtéséig.",0
A buzăui gyárnak az év végéig elegendő alapanyaga van.,0
Benyújtották a parlamentben pénteken az offshore-törvény tervezetét a kormánykoalíció vezetői.,0
"A hírt Marcel Ciolacu, a Szociáldemokrata Párt (PSD) elnöke osztotta meg a Facebook-oldalán – írja az Agerpres.",0
A politikus közlése szerint elfogadása esetén,0
"a jogszabály zöld utat fog adni a fekete-tengeri beruházásoknak, és csökkenteni fogja az orosz földgáztól való függőséget.",0
 ,0
"Így szerinte Románia regionális energiahatalom lehet, a román állampolgárok pedig olcsóbb gázhoz juthatnak.",0
"A Fekete-tenger talapzatában lévő gáz kitermelése nyomán a bevétel 60 százaléka a román államot, 40 százaléka pedig a befektetőt illetné meg a tervezet szerint – írta Ciolacu.",0
"Rámutatott arra, hogy az offhsore-törvény stabilitást és kiszámítható joggyakorlatot biztosítana nemcsak a fekete-tengeri földgázt kitermelni szándékozó befektetők számára, hanem a szárazföldi kitermelők számára is.",0
Ciolacu tájékoztatása szerint,0
"a kitermelés már az idei év második felében megkezdődhet, a Black Sea Oil and Gas vállalat már megkezdte az előkészületeket mintegy évi egymilliárd köbméter földgáz felszínre hozatalához.",0
"A jogszabály ugyanolyan adófeltételeket teremt az offshore (nyílt vízi) kitermelés, mint a nagy mélységű onshore (szárazföldi) kitermelés számára – hangsúlyozta a politikus.",0
" Utóbbira a Buzău megyei Caragele környékén nemrég felfedezett földgázmezőt említette példaként, amelynek kitermelése szerinte 2024 elején kezdődhet el.",0
"A Fekete-tenger talapzatában lévő egyik gázmező, a Neptun Deep kitermelésének előkészületei jövő évben kezdődhetnek el, az első adag gáz várhatóan 2026 végén, 2027 elején kerülhet a felszínre – tette hozzá bejegyzésében.",0
"A gázmezők kitermelésével Románia a belső szükségleténél kétszer annyi gáz fölött rendelkezhet, és ezzel vezető szerephez juthat a régió energiabiztonságának megteremtésében.",0
 A többletnek köszönhetően ugyanakkor a háztartási fogyasztók számára alacsonyabb áron számlázhatják ki a gázt – írta Ciolacu.,0
"Eközben Virgil Popescu energiaügyi miniszter Facebook-oldalán úgy fogalmazott,",0
az offshore-törvény elfogadása biztosítja Románia energiafüggetlenségét és csökkenti az orosz gázfüggőséget.,0
"A tárcavezető szintén közölte, a törvény lehetővé teszi a fekete-tengeri földgáz kitermelését oly módon, hogy a jövedelem 60 százaléka a román államot, a 40 százaléka pedig a beruházókat illeti meg.",0
" Popescu fontosnak nevezte, hogy a jogszabály stabilitást és kiszámítható joggyakorlatot biztosít nemcsak a nyílt vízi (offshore), hanem szárazföldi (onshore) kitermelők számára is.",0
" A miniszter felhívta a figyelmet arra is, hogy a törvény elfogadása után a Romániában kitermelt földgázmennyiség megkétszereződik, bőven fedezni fogja a hazai szükségletet, és az ország hozzájárul majd a régió energiabiztonságához.",0
"A hírt Marcel Ciolacu, a Szociáldemokrata Párt (PSD) elnöke osztotta meg a Facebook-oldalán – írja az Agerpres.",0
A politikus közlése szerint elfogadása esetén,0
"a jogszabály zöld utat fog adni a fekete-tengeri beruházásoknak, és csökkenteni fogja az orosz földgáztól való függőséget.",0
 ,0
"Így szerinte Románia regionális energiahatalom lehet, a román állampolgárok pedig olcsóbb gázhoz juthatnak.",0
"A Fekete-tenger talapzatában lévő gáz kitermelése nyomán a bevétel 60 százaléka a román államot, 40 százaléka pedig a befektetőt illetné meg a tervezet szerint – írta Ciolacu.",0
"Rámutatott arra, hogy az offhsore-törvény stabilitást és kiszámítható joggyakorlatot biztosítana nemcsak a fekete-tengeri földgázt kitermelni szándékozó befektetők számára, hanem a szárazföldi kitermelők számára is.",0
Ciolacu tájékoztatása szerint,0
"a kitermelés már az idei év második felében megkezdődhet, a Black Sea Oil and Gas vállalat már megkezdte az előkészületeket mintegy évi egymilliárd köbméter földgáz felszínre hozatalához.",0
"A jogszabály ugyanolyan adófeltételeket teremt az offshore (nyílt vízi) kitermelés, mint a nagy mélységű onshore (szárazföldi) kitermelés számára – hangsúlyozta a politikus.",0
" Utóbbira a Buzău megyei Caragele környékén nemrég felfedezett földgázmezőt említette példaként, amelynek kitermelése szerinte 2024 elején kezdődhet el.",0
"A Fekete-tenger talapzatában lévő egyik gázmező, a Neptun Deep kitermelésének előkészületei jövő évben kezdődhetnek el, az első adag gáz várhatóan 2026 végén, 2027 elején kerülhet a felszínre – tette hozzá bejegyzésében.",0
"A gázmezők kitermelésével Románia a belső szükségleténél kétszer annyi gáz fölött rendelkezhet, és ezzel vezető szerephez juthat a régió energiabiztonságának megteremtésében.",0
 A többletnek köszönhetően ugyanakkor a háztartási fogyasztók számára alacsonyabb áron számlázhatják ki a gázt – írta Ciolacu.,0
"Eközben Virgil Popescu energiaügyi miniszter Facebook-oldalán úgy fogalmazott,",0
az offshore-törvény elfogadása biztosítja Románia energiafüggetlenségét és csökkenti az orosz gázfüggőséget.,0
"A tárcavezető szintén közölte, a törvény lehetővé teszi a fekete-tengeri földgáz kitermelését oly módon, hogy a jövedelem 60 százaléka a román államot, a 40 százaléka pedig a beruházókat illeti meg.",0
" Popescu fontosnak nevezte, hogy a jogszabály stabilitást és kiszámítható joggyakorlatot biztosít nemcsak a nyílt vízi (offshore), hanem szárazföldi (onshore) kitermelők számára is.",0
A Romániában munkába állt ukrán menekültek egynegyede Bukarestben talált állást – közölte az Agerpres hírügynökséggel a munkaügyi és társadalomvédelmi minisztérium pénteken.,0
A szaktárca kimutatása szerint az ukrajnai háború kezdetétől Romániában 1891 menekült talált állást.,0
 Közülük 452-en fővárosi munkáltatóknál helyezkedtek el.,0
"A megyék közül Beszterce-Naszódban találtak a legtöbben munkahelyet, itt 270 egyéni munkaszerződést kötöttek ukrajnai menekültekkel.",0
"Arad megyében 167, Temes megyében 126, Ilfov megyében 101, Máramaros megyében 87, Kolozs megyében 80, Szatmár megyében 73, Bihar megyében 69, Suceava megyében 53 és Brassó megyében 50 ukrán állampolgár talált eddig állást.",0
"Marius Budăi munkaügyi miniszter azt nyilatkozta az Agerpres hírügynökségnek, hogy nem hoztak létre külön munkahelyeket az ukrán menekültek számára, hanem már eleve betöltésre váró állásokat foglaltak el.",0
" Romániában 4371 munkaszerződéses ukrán állampolgárt foglalkoztatnak, de közülük a legtöbben a háború kitörése, vagyis 2022.",0
 február 24-e előtt kezdtek el itt dolgozni.,0
A szaktárca kimutatása szerint az ukrajnai háború kezdetétől Romániában 1891 menekült talált állást.,0
 Közülük 452-en fővárosi munkáltatóknál helyezkedtek el.,0
"A megyék közül Beszterce-Naszódban találtak a legtöbben munkahelyet, itt 270 egyéni munkaszerződést kötöttek ukrajnai menekültekkel.",0
"Arad megyében 167, Temes megyében 126, Ilfov megyében 101, Máramaros megyében 87, Kolozs megyében 80, Szatmár megyében 73, Bihar megyében 69, Suceava megyében 53 és Brassó megyében 50 ukrán állampolgár talált eddig állást.",0
"Marius Budăi munkaügyi miniszter azt nyilatkozta az Agerpres hírügynökségnek, hogy nem hoztak létre külön munkahelyeket az ukrán menekültek számára, hanem már eleve betöltésre váró állásokat foglaltak el.",0
" Romániában 4371 munkaszerződéses ukrán állampolgárt foglalkoztatnak, de közülük a legtöbben a háború kitörése, vagyis 2022.",0
"Három személy életét vesztette egy láncbalesetben pénteken az A1-es autópályán, a Temes megyei Marzsina település térségében.",0
"A Temes megyei rendőrség tájékoztatása szerint hat jármű, köztük két kisbusz futott egymásba a sztrádán.",0
"A balesetben egy nő, egy férfi és egy kétéves gyerek életét vesztette, négyen – köztük egy 12 éves kiskorú – megsérültek.",0
"Az ügyben gondatlanságból elkövetett emberölés és gondatlanságból elkövetett testi sértés miatt indult eljárás, a rendőrség még vizsgálja a baleset körülményeit – közölte az Agerpres.",0
Vörös beavatkozási kód: tucatnyi kiskorú is érintett a Krassó-Szörény megyei balesetbenTizenhárom kiskorú utazott a pénteki Krassó-Szörény megyei közúti balesetben érintett járművek egyikében – közölte a megyei katasztrófavédelem.,0
"A Temes megyei rendőrség tájékoztatása szerint hat jármű, köztük két kisbusz futott egymásba a sztrádán.",0
"A balesetben egy nő, egy férfi és egy kétéves gyerek életét vesztette, négyen – köztük egy 12 éves kiskorú – megsérültek.",0
"Az ügyben gondatlanságból elkövetett emberölés és gondatlanságból elkövetett testi sértés miatt indult eljárás, a rendőrség még vizsgálja a baleset körülményeit – közölte az Agerpres.",0
"Szombattól országszerte lehűlés várható, vasárnap a nappali csúcsértékek akár 13-15 Celsius-fokkal is visszaesnek az előző napihoz képest – nyilatkozta az Agerpres hírügynökségnek az Országos Meteorológiai Szolgálat (ANM) szolgálatos meteorológusa.",0
"Raul Ilea elmondta, szombaton az ország északi felében hűl le a levegő.",0
" Északnyugaton, északon, északkeleten és a központi országrészben felhős lesz az ég és helyenként esni fog.",0
Erdélyben reggel havas eső és hó várható.,0
"A hegyekben napközben esőre, a magasan fekvő térségekben havas esőre, havazásra lehet számítani.",0
" A nappali csúcsértékek 10 és 25 fok, a minimumok 0 és 8 fok között alakulnak.",0
"Vasárnap folytatódik a lehűlés, délen, keleten és a központi országrészben jóval hidegebb lesz az ilyenkor megszokottnál.",0
"Eső, havas eső, havazás várható, helyenként 45-55 km/órás sebességgel fúj majd a szél.",0
" A csúcsértékek 3 és 13 Celsius-fok, a minimumok mínusz 3 és 5 fok között változnak.",0
"Raul Ilea elmondta, szombaton az ország északi felében hűl le a levegő.",0
" Északnyugaton, északon, északkeleten és a központi országrészben felhős lesz az ég és helyenként esni fog.",0
Erdélyben reggel havas eső és hó várható.,0
"A hegyekben napközben esőre, a magasan fekvő térségekben havas esőre, havazásra lehet számítani.",0
" A nappali csúcsértékek 10 és 25 fok, a minimumok 0 és 8 fok között alakulnak.",0
"Vasárnap folytatódik a lehűlés, délen, keleten és a központi országrészben jóval hidegebb lesz az ilyenkor megszokottnál.",0
"Eső, havas eső, havazás várható, helyenként 45-55 km/órás sebességgel fúj majd a szél.",0
Tizenhárom kiskorú utazott a pénteki Krassó-Szörény megyei közúti balesetben érintett járművek egyikében – közölte a megyei katasztrófavédelem.,0
"A tájékoztatás szerint három jármű – két kisbusz és egy személyautó – ütközött Teregova térségében, a 6-os országúton.",0
" Az egyik kisbuszban 13 gyermek és három felnőtt, a másik kisbuszban öt felnőtt, a személygépkocsiban pedig két felnőtt ült.",0
Tíz személyt a helyszínen látnak el a mentőorvosok.,0
 Egy kiskorú esetében újraélesztési műveletekre van szükség.,0
"A hatóságok aktiválták a vörös beavatkozási kódot, az érintett útszakaszon leállt a forgalom – közölte az Agerpres.",0
" Utólag a hatóságok arról adtak tájékoztatást, hogy a súlyos közúti balesetnek tíz sérültje van, közülük öten kiskorúak.",0
A Krassó-Szörény megyei rendőr-főkapitányság tájékoztatása szerint a tíz sérült közül ötöt – négy felnőttet és egy gyermeket – kórházba szállítottak.,0
" A balesetben érintett kisbuszok közül az egyiket Teleorman, a másikat Mehedinţi megyében jegyezték be.",0
" A SMURD rohammentő-szolgálat helikopterén szállították kórházba a Teleorman megyei kisbusz 53 éves sofőrjét és egy 11 éves kislányt, valamint a Mehedinţi megyei kisbusz három utasát.",0
A rendőrség jelenlegi információi szerint a balesetet a Teleorman megyei jármű 53 éves sofőrje okozta.,0
" A busznak 15 utasa volt, közülük 13-an gyermekek.",0
 ,0
"A jelek szerint a Teleorman megyei busz átment a szembejövő sávra, és frontálisan ütközött a Mehedinţi megyei járművel, amelyben heten utaztak.",0
